netzwerk_vertrag	13	896	common
holz_herz	73	2482	common
stil_angabe	43	518	common
flug_überbuchung	14	1393	common
sicherheit_behörde	12	1951	common
lehrer_marathon	9	753	common
fahrzeug_auspuff	6	1253	common
trog_linie	50	77	common
eingabe_puffer	126	319	common
protokoll_anzeige	21	336	common
fotografie_karte	10	81	common
hobby_neuling	17	784	common
prozessor_umgebung	7	214	common
küken_schau	15	92	common
fahrer_zufriedenheit	11	427	common
katalog_auflage	11	342	common
muskel_booster	5	648	common
skelett_areal	6	200	common
blut_auflösung	9	1295	common
flughafen_statistik	10	496	common
ring_gewicht	16	1025	common
pizza_werk	5	256	common
kontakt_konstellation	6	933	common
kristall_museum	138	598	common
plastik_flakon	6	1368	common
kalzium_einnahme	43	122	common
tempel_kloster	64	524	common
wort_geiz	6	1285	common
sport_waage	7	2154	common
sender_gurt	22	392	common
konto_rolle	8	287	common
bar_einlage	1094	632	common
korrespondenz_führung	12	120	common
relais_dolmetscherin	5	147	common
speed_rechner	6	367	common
strom_quelle	6488	1177	common
piano_bauer	8	139	common
standard_kontinuum	5	2244	common
pilger_hospital	67	401	common
angst_klump	6	592	common
sender_liste	3138	392	common
berater_arbeit	12	259	common
bayern_stern	35	334	common
spionage_ziel	36	225	common
jugend_romantik	11	1683	common
video_sequenz	16109	1303	common
gift_schwert	17	559	common
bild_repertoire	115	2733	common
zeit_plaen	34	2106	common
regel_typ	66	1049	common
werkstatt_branche	9	553	common
wasser_umlauf	65	2985	common
schrott_bremse	5	410	common
sommer_wetterchen	5	1530	common
intelligenz_anteil	7	184	common
hand_schwung	17	1517	common
kolben_gruppe	12	247	common
bücherei_direktorin	9	121	common
schiff_eigner	25	1452	common
drucker_anpassung	77	349	common
urlaub_salbe	32	1191	common
steig_rad	31	150	common
plexiglas_kabine	16	112	common
frosch_pille	47	317	common
jahrhundert_altar	10	336	common
klo_matte	6	201	common
telefon_ummeldung	6	821	common
wert_determinante	8	974	common
sport_partei	8	2154	common
brand_wache	1665	697	common
elektro_quartett	6	1029	common
torwart_kluft	18	208	common
karriere_tussi	9	555	common
kunst_therapie	4150	1945	common
phantom_stadt	18	213	common
selbstmord_vision	5	162	common
trüffel_spezialität	29	146	common
guss_ecke	5	270	common
neo_kommunismus	33	316	common
sauna_zubehoer	6	328	common
hochzeit_ausstatter	10	839	common
bike_palast	24	268	common
messing_hülse	548	408	common
sympathie_bewegung	11	137	common
nahkampf_bewegung	23	182	common
stein_kissen	8	1752	common
klavier_stil	143	362	common
meer_mönch	6	1076	common
zitrus_saft	93	69	common
gastronomie_art	9	226	common
plasma_cutter	115	374	common
meer_buch	9	1076	common
opfer_kommission	9	718	common
strom_mafia	36	1177	common
magazin_interview	7	258	common
stock_entchen	11	389	common
rat_schwester	7	563	common
therapie_küche	69	765	common
interview_couch	7	227	common
satz_ordnung	22	494	common
pellet_schnecke	10	156	common
schatten_lösung	5	1000	common
teil_anwendung	84	2281	common
gesetz_wesen	12	665	common
programm_mappe	6	1237	common
transit_yacht	10	231	common
buch_system	8	1965	common
knüppel_tag	22	118	common
musik_programmierer	13	1917	common
schutz_nahrung	6	1211	common
erz_fürst	7	447	common
pollen_lösung	11	234	common
flugzeug_katapult	18	616	common
wahl_schäfchen	6	1378	common
