fuß_set	33	958	common
gruft_tür	23	78	common
witz_kultur	60	180	common
gemeinde_sozialismus	13	1133	common
aufsicht_maßnahme	5	245	common
land_rückgewinnung	5	3643	common
wirkstoff_penetration	24	215	common
afrika_reise	942	201	common
heimat_gegend	203	817	common
akademie_gedanke	63	234	common
zuschauer_sitz	75	490	common
holz_eindruck	8	2482	common
fuß_getrampel	107	958	common
maul_bewegung	21	126	common
verlierer_staat	79	81	common
motor_caravan	163	1405	common
zeichen_repertoire	113	674	common
bank_spekulation	7	1453	common
komfort_regelung	12	322	common
streik_dauer	64	284	common
sprinter_trikot	28	64	common
aufnahme_profil	30	776	common
export_kampagne	14	635	common
zitat_kultur	12	202	common
netz_schnur	31	1629	common
konsens_bedürfnis	14	210	common
film_kreative	15	2138	common
tropfen_wasser	10	131	common
lektüre_interesse	13	147	common
designer_mäntelchen	12	369	common
aufnahme_pause	93	776	common
zins_bezug	17	760	common
gondel_fenster	6	70	common
rotz_schleuder	5	70	common
mittel_gambit	89	694	common
über_wesen	566	1078	common
effizienz_nachweis	61	272	common
reifen_kunde	27	681	common
brand_link	22	697	common
lifestyle_titel	9	100	common
pharma_vertreter	550	270	common
grund_finanzierung	1804	2219	common
party_gespräch	109	913	common
rundfunk_gesetzgebung	51	400	common
master_distributor	8	464	common
code_basis	651	314	common
presse_konvoi	10	957	common
winter_auslerner	6	1777	common
berg_lemming	53	1639	common
info_abfrage	11	602	common
militär_ausdruck	6	1280	common
bett_truhe	10	629	common
brust_schlag	5	533	common
liter_karaffe	9	84	common
veilchen_brunnen	18	80	common
holz_geschmack	84	2482	common
beat_produktion	12	154	common
rock_segment	5	675	common
brett_kontakt	8	317	common
eisen_komplex	83	1124	common
brause_gigant	10	101	common
premium_siegel	17	393	common
center_zeitung	11	136	common
recherche_kriterium	24	299	common
trüffel_eiche	13	146	common
computer_techniker	321	1285	common
lüfter_problematik	34	231	common
kombi_ständer	6	428	common
reifen_werkstatt	178	681	common
würfel_massaker	5	305	common
teig_konsistenz	100	276	common
fett_wirtschaft	11	312	common
blick_höhe	99	217	common
tiger_taiga	6	384	common
getreide_depot	16	490	common
gipfel_rallye	5	408	common
sauna_see	26	328	common
blende_effekt	9	164	common
jugendstil_pracht	14	169	common
hengst_besitzerin	17	125	common
system_erkennung	22	1686	common
fackel_turnier	14	124	common
bibel_lektüre	476	484	common
natur_beton	21	1734	common
kollektiv_erziehung	96	170	common
netzwerk_sitzung	59	896	common
kork_kugel	50	214	common
code_filter	6	314	common
pflege_tool	17	1051	common
rest_wachstum	13	1458	common
experiment_charakter	28	60	common
system_ergänzung	62	1686	common
spindel_hemmung	64	161	common
stein_zarge	5	1752	common
alltag_rassismus	6	1201	common
island_umrundung	6	86	common
aufbau_entwicklung	9	535	common
januar_samstag	20	115	common
gläubiger_zahlung	9	132	common
kamm_ausläufer	7	183	common
lok_hälfte	97	284	common
dach_gerüst	110	965	common
plastik_flamingo	30	1368	common
patch_tag	85	117	common
detail_fotografie	47	530	common
wind_wechsel	72	1056	common
propaganda_trick	259	425	common
nato_rallye	5	70	common
gen_wert	10	542	common
quartier_koordination	29	385	common
pause_menü	99	398	common
match_list	18	194	common
service_vertrag	1840	882	common
laufbahn_schranke	7	102	common
kammer_künstler	6	558	common
artefakt_erkennung	7	68	common
sitzplatz_arena	30	106	common
film_hass	10	2138	common
glas_veredlung	58	1458	common
öl_dämpfer	90	1238	common
messing_leitung	5	408	common
theater_adaptation	7	1323	common
standard_teig	8	2244	common
frankreich_trikot	5	75	common
einsatz_post	11	893	common
watte_baeuschchen	9	164	common
satz_differenz	155	494	common
reifen_halt	6	681	common
aluminium_nabe	13	567	common
eis_rakete	14	1469	common
rabatt_prozent	26	235	common
zug_lotse	12	1127	common
rahmen_skript	5	743	common
welt_sieger	5	2319	common
negativ_erscheinung	95	223	common
allergen_sperre	5	76	common
bau_boulevard	5	2009	common
kontrast_idee	7	323	common
business_möglichkeit	11	392	common
fels_ansatz	19	661	common
gebäude_öffnung	168	828	common
gel_pause	14	258	common
nachfolge_video	7	499	common
sandstein_löwe	20	275	common
schlüssel_segment	33	906	common
partei_lobbyismus	5	1397	common
keramik_preis	75	502	common
vokal_raum	6	116	common
ausbildung_ziel	13	1163	common
draht_position	16	473	common
profi_riege	14	798	common
abfall_notstand	5	457	common
wort_irrtum	9	1285	common
herbst_gipfel	23	838	common
protein_fibrille	15	397	common
ziel_komponente	162	1358	common
kunst_entartung	12	1945	common
kampf_multiplikator	16	1522	common
fluss_transformator	7	744	common
elite_politik	17	470	common
baum_rauschen	6	1181	common
sauna_fahrt	9	328	common
batterie_aufladung	64	493	common
winzer_haus	639	255	common
marzipan_glasur	5	126	common
fisch_großmarkt	30	1272	common
lärm_datenbank	7	444	common
kies_streif	160	275	common
futter_wanderung	11	1038	common
handling_komfort	8	92	common
sprecher_arbeit	17	214	common
gebrauch_situation	5	395	common
schlucht_boden	33	91	common
röntgen_apparat	493	315	common
speise_karpfen	83	436	common
gemeinde_trecker	6	1133	common
power_talk	8	671	common
einsatz_maßnahme	607	893	common
mond_kuchen	331	835	common
gen_pionier	10	542	common
audio_designer	39	594	common
tempel_modell	53	524	common
tausch_leidenschaft	8	457	common
bahn_landschaft	75	1118	common
kongress_pole	153	358	common
premium_optik	5	393	common
stop_taste	181	107	common
greif_behälter	8	173	common
liga_abstieg	25	799	common
not_flug	15	908	common
speise_öel	35	436	common
bass_ersatz	9	542	common
honorar_senkung	18	352	common
muster_vorhersage	9	1004	common
output_ordner	5	79	common
einsatz_hundertschaft	786	893	common
komplex_kation	8	64	common
lithium_menge	16	70	common
spaß_aufnahme	11	627	common
bio_geflügel	47	1321	common
kanu_karriere	5	235	common
regie_produktion	6	282	common
lebensmittel_kartell	8	692	common
horoskop_art	28	68	common
grill_reiniger	111	593	common
gummi_gewicht	18	927	common
elektronik_sektor	116	379	common
anleihe_index	10	190	common
marathon_paket	10	362	common
agrar_shop	8	523	common
lizenz_verzicht	10	588	common
porzellan_schalter	8	357	common
spender_typus	11	250	common
stoff_lieferung	20	1018	common
soll_trajektorie	6	187	common
poster_produktion	10	152	common
büro_fuchs	8	843	common
bücherei_verwalter	6	121	common
süd_apotheke	9	748	common
verbund_stoff	1140	434	common
projekt_entwurf	473	1449	common
kultur_gewässer	9	2237	common
west_staatler	6	984	common
risiko_entlastung	55	929	common
elektro_düse	8	1029	common
öl_filterung	25	1238	common
rauch_opfer	423	544	common
trend_nase	12	664	common
kraftwerk_schlot	6	332	common
tennis_spitze	6	417	common
werk_mörtel	37	1332	common
badminton_wochenende	5	108	common
heim_stereo	6	972	common
land_kino	74	3643	common
schäfer_freund	5	186	common
wasser_sanierung	15	2985	common
pfosten_treffer	2401	86	common
transport_gesetz	57	995	common
speise_waggon	24	436	common
lunge_tumor	5	400	common
weihe_alter	8	132	common
fan_zierung	5	853	common
problem_hierarchie	10	893	common
minus_zähler	89	157	common
elektro_paket	58	1029	common
stock_web	7	389	common
musik_psychologie	477	1917	common
eisenbahn_aktivität	16	604	common
kern_ruhe	6	1140	common
stroh_börse	5	387	common
wand_sims	5	850	common
markus_bruderschaft	5	62	common
schaf_raum	22	540	common
reportage_einheit	12	78	common
bau_anwendung	58	2009	common
garantie_kosten	160	342	common
folge_aufruf	10	973	common
fass_ausbau	131	202	common
speise_bündel	5	436	common
triathlon_projekt	8	155	common
koppel_aufenthalt	10	214	common
einlass_kanal	532	128	common
label_förderung	20	217	common
spiel_gebühr	214	2913	common
spiel_quittung	112	2913	common
smaragd_förderung	5	80	common
nachschub_karawane	6	124	common
gold_zwerg	19	1830	common
standard_entgelt	15	2244	common
artefakt_korrektur	10	68	common
schüler_schelte	5	1114	common
blei_patron	8	501	common
schlager_gott	59	335	common
steuer_sachverständige	12	1667	common
obst_markt	636	506	common
euro_center	15	769	common
tür_enteiser	5	577	common
scan_rat	35	224	common
hygiene_bestimmung	342	368	common
haupt_bedeutung	484	3630	common
entwickler_talent	5	288	common
pflicht_stufe	23	704	common
alarm_hupe	29	374	common
zuschauer_modell	5	490	common
enzym_bibliothek	9	182	common
gläubiger_vereinigung	7	132	common
web_akt	48	1101	common
autobahn_verbot	12	400	common
zucker_hof	8	789	common
milch_hof	556	838	common
tier_pathologe	18	1622	common
güte_begriff	11	125	common
master_charge	7	464	common
see_gewässer	170	1347	common
geschütz_bauer	7	128	common
kopf_schuppung	18	1138	common
blut_massaker	10	1295	common
brand_leiderin	5	697	common
sensor_interface	11	510	common
gebäude_strahler	5	828	common
farm_turm	5	205	common
export_methode	9	635	common
galgen_mühle	7	105	common
radio_login	298	1016	common
sand_beimengung	5	1042	common
brust_straffung	1889	533	common
stickstoff_wirkung	14	244	common
sommer_frost	21	1530	common
master_mix	97	464	common
metall_montierung	8	1551	common
blog_software	1976	762	common
start_cartoon	13	1212	common
fußball_hasserin	13	1293	common
tempel_flieger	6	524	common
agrar_studie	10	523	common
einfahrt_geschwindigkeit	7	89	common
bio_pellet	26	1321	common
herz_wirbel	7	1381	common
kritik_grund	10	175	common
werkstatt_betreuer	5	553	common
business_outfit	291	392	common
hersteller_schar	7	414	common
wein_gang	7	1471	common
relevanz_beurteilung	56	85	common
spießer_kultur	14	71	common
zusatz_dialyse	7	1448	common
kunststoff_aktivität	8	1050	common
tarif_vielfalt	197	681	common
faden_weg	10	258	common
dauer_schädigung	112	1907	common
formular_framework	5	292	common
schloss_bergung	6	781	common
schädel_trauma	267	237	common
lehrstuhl_mittel	7	68	common
ablauf_makro	14	293	common
teil_minderung	8	2281	common
japan_orchidee	9	205	common
fürsorge_struktur	7	166	common
helfer_zelle	868	292	common
western_fieber	6	360	common
system_reihe	48	1686	common
estrich_sorte	9	83	common
wärme_gunst	17	846	common
presse_weste	8	957	common
sauerstoff_aufnahme	2832	422	common
bieter_gruppe	133	99	common
computer_ventilator	8	1285	common
granate_werfer	6	71	common
hörfunk_unternehmen	37	164	common
käse_gewinnung	9	579	common
scheiß_reifen	9	356	common
stand_test	12	1009	common
grab_stelle	4499	626	common
sicherheit_schleuse	15	1951	common
block_floete	26	749	common
glukose_test	35	89	common
